"代码","名称","市场","行业分类","分类来源"
"688008","澜起科技","上交所科创板","半导体","巨潮资讯WebAPI p_stock2110（申银万国行业分类标准F001V=008003；当前记录F008C=1；查询日2026-07-24；https://webapi.cninfo.com.cn/api/stock/p_stock2110?scode=688008&sdate=1990-01-01&edate=2026-07-24）"
"688012","中微公司","上交所科创板","半导体","巨潮资讯WebAPI p_stock2110（申银万国行业分类标准F001V=008003；当前记录F008C=1；查询日2026-07-24；https://webapi.cninfo.com.cn/api/stock/p_stock2110?scode=688012&sdate=1990-01-01&edate=2026-07-24）"
"688018","乐鑫科技","上交所科创板","半导体","巨潮资讯WebAPI p_stock2110（申银万国行业分类标准F001V=008003；当前记录F008C=1；查询日2026-07-24；https://webapi.cninfo.com.cn/api/stock/p_stock2110?scode=688018&sdate=1990-01-01&edate=2026-07-24）"
"688037","芯源微","上交所科创板","半导体","巨潮资讯WebAPI p_stock2110（申银万国行业分类标准F001V=008003；当前记录F008C=1；查询日2026-07-24；https://webapi.cninfo.com.cn/api/stock/p_stock2110?scode=688037&sdate=1990-01-01&edate=2026-07-24）"
"688041","海光信息","上交所科创板","半导体","巨潮资讯WebAPI p_stock2110（申银万国行业分类标准F001V=008003；当前记录F008C=1；查询日2026-07-24；https://webapi.cninfo.com.cn/api/stock/p_stock2110?scode=688041&sdate=1990-01-01&edate=2026-07-24）"
"688045","必易微","上交所科创板","半导体","巨潮资讯WebAPI p_stock2110（申银万国行业分类标准F001V=008003；当前记录F008C=1；查询日2026-07-24；https://webapi.cninfo.com.cn/api/stock/p_stock2110?scode=688045&sdate=1990-01-01&edate=2026-07-24）"
"688047","龙芯中科","上交所科创板","半导体","巨潮资讯WebAPI p_stock2110（申银万国行业分类标准F001V=008003；当前记录F008C=1；查询日2026-07-24；https://webapi.cninfo.com.cn/api/stock/p_stock2110?scode=688047&sdate=1990-01-01&edate=2026-07-24）"
"688048","长光华芯","上交所科创板","半导体","巨潮资讯WebAPI p_stock2110（申银万国行业分类标准F001V=008003；当前记录F008C=1；查询日2026-07-24；https://webapi.cninfo.com.cn/api/stock/p_stock2110?scode=688048&sdate=1990-01-01&edate=2026-07-24）"
"688049","炬芯科技","上交所科创板","半导体","巨潮资讯WebAPI p_stock2110（申银万国行业分类标准F001V=008003；当前记录F008C=1；查询日2026-07-24；https://webapi.cninfo.com.cn/api/stock/p_stock2110?scode=688049&sdate=1990-01-01&edate=2026-07-24）"
"688052","纳芯微","上交所科创板","半导体","巨潮资讯WebAPI p_stock2110（申银万国行业分类标准F001V=008003；当前记录F008C=1；查询日2026-07-24；https://webapi.cninfo.com.cn/api/stock/p_stock2110?scode=688052&sdate=1990-01-01&edate=2026-07-24）"
"688061","灿瑞科技","上交所科创板","半导体","巨潮资讯WebAPI p_stock2110（申银万国行业分类标准F001V=008003；当前记录F008C=1；查询日2026-07-24；https://webapi.cninfo.com.cn/api/stock/p_stock2110?scode=688061&sdate=1990-01-01&edate=2026-07-24）"
"688072","拓荆科技","上交所科创板","半导体","巨潮资讯WebAPI p_stock2110（申银万国行业分类标准F001V=008003；当前记录F008C=1；查询日2026-07-24；https://webapi.cninfo.com.cn/api/stock/p_stock2110?scode=688072&sdate=1990-01-01&edate=2026-07-24）"
"688082","盛美上海","上交所科创板","半导体","巨潮资讯WebAPI p_stock2110（申银万国行业分类标准F001V=008003；当前记录F008C=1；查询日2026-07-24；https://webapi.cninfo.com.cn/api/stock/p_stock2110?scode=688082&sdate=1990-01-01&edate=2026-07-24）"
"688099","晶晨股份","上交所科创板","半导体","巨潮资讯WebAPI p_stock2110（申银万国行业分类标准F001V=008003；当前记录F008C=1；查询日2026-07-24；https://webapi.cninfo.com.cn/api/stock/p_stock2110?scode=688099&sdate=1990-01-01&edate=2026-07-24）"
"688107","安路科技","上交所科创板","半导体","巨潮资讯WebAPI p_stock2110（申银万国行业分类标准F001V=008003；当前记录F008C=1；查询日2026-07-24；https://webapi.cninfo.com.cn/api/stock/p_stock2110?scode=688107&sdate=1990-01-01&edate=2026-07-24）"
"688110","东芯股份","上交所科创板","半导体","巨潮资讯WebAPI p_stock2110（申银万国行业分类标准F001V=008003；当前记录F008C=1；查询日2026-07-24；https://webapi.cninfo.com.cn/api/stock/p_stock2110?scode=688110&sdate=1990-01-01&edate=2026-07-24）"
"688120","华海清科","上交所科创板","半导体","巨潮资讯WebAPI p_stock2110（申银万国行业分类标准F001V=008003；当前记录F008C=1；查询日2026-07-24；https://webapi.cninfo.com.cn/api/stock/p_stock2110?scode=688120&sdate=1990-01-01&edate=2026-07-24）"
"688123","聚辰股份","上交所科创板","半导体","巨潮资讯WebAPI p_stock2110（申银万国行业分类标准F001V=008003；当前记录F008C=1；查询日2026-07-24；https://webapi.cninfo.com.cn/api/stock/p_stock2110?scode=688123&sdate=1990-01-01&edate=2026-07-24）"
"688126","沪硅产业","上交所科创板","半导体","巨潮资讯WebAPI p_stock2110（申银万国行业分类标准F001V=008003；当前记录F008C=1；查询日2026-07-24；https://webapi.cninfo.com.cn/api/stock/p_stock2110?scode=688126&sdate=1990-01-01&edate=2026-07-24）"
"688130","晶华微","上交所科创板","半导体","巨潮资讯WebAPI p_stock2110（申银万国行业分类标准F001V=008003；当前记录F008C=1；查询日2026-07-24；https://webapi.cninfo.com.cn/api/stock/p_stock2110?scode=688130&sdate=1990-01-01&edate=2026-07-24）"
"688135","利扬芯片","上交所科创板","半导体","巨潮资讯WebAPI p_stock2110（申银万国行业分类标准F001V=008003；当前记录F008C=1；查询日2026-07-24；https://webapi.cninfo.com.cn/api/stock/p_stock2110?scode=688135&sdate=1990-01-01&edate=2026-07-24）"
"688138","清溢光电","上交所科创板","半导体","巨潮资讯WebAPI p_stock2110（申银万国行业分类标准F001V=008003；当前记录F008C=1；查询日2026-07-24；https://webapi.cninfo.com.cn/api/stock/p_stock2110?scode=688138&sdate=1990-01-01&edate=2026-07-24）"
"688141","杰华特","上交所科创板","半导体","巨潮资讯WebAPI p_stock2110（申银万国行业分类标准F001V=008003；当前记录F008C=1；查询日2026-07-24；https://webapi.cninfo.com.cn/api/stock/p_stock2110?scode=688141&sdate=1990-01-01&edate=2026-07-24）"
"688146","中船特气","上交所科创板","半导体","巨潮资讯WebAPI p_stock2110（申银万国行业分类标准F001V=008003；当前记录F008C=1；查询日2026-07-24；https://webapi.cninfo.com.cn/api/stock/p_stock2110?scode=688146&sdate=1990-01-01&edate=2026-07-24）"
"688153","唯捷创芯","上交所科创板","半导体","巨潮资讯WebAPI p_stock2110（申银万国行业分类标准F001V=008003；当前记录F008C=1；查询日2026-07-24；https://webapi.cninfo.com.cn/api/stock/p_stock2110?scode=688153&sdate=1990-01-01&edate=2026-07-24）"
"688167","炬光科技","上交所科创板","半导体","巨潮资讯WebAPI p_stock2110（申银万国行业分类标准F001V=008003；当前记录F008C=1；查询日2026-07-24；https://webapi.cninfo.com.cn/api/stock/p_stock2110?scode=688167&sdate=1990-01-01&edate=2026-07-24）"
"688172","燕东微","上交所科创板","半导体","巨潮资讯WebAPI p_stock2110（申银万国行业分类标准F001V=008003；当前记录F008C=1；查询日2026-07-24；https://webapi.cninfo.com.cn/api/stock/p_stock2110?scode=688172&sdate=1990-01-01&edate=2026-07-24）"
"688173","希荻微","上交所科创板","半导体","巨潮资讯WebAPI p_stock2110（申银万国行业分类标准F001V=008003；当前记录F008C=1；查询日2026-07-24；https://webapi.cninfo.com.cn/api/stock/p_stock2110?scode=688173&sdate=1990-01-01&edate=2026-07-24）"
"688200","华峰测控","上交所科创板","半导体","巨潮资讯WebAPI p_stock2110（申银万国行业分类标准F001V=008003；当前记录F008C=1；查询日2026-07-24；https://webapi.cninfo.com.cn/api/stock/p_stock2110?scode=688200&sdate=1990-01-01&edate=2026-07-24）"
"688209","英集芯","上交所科创板","半导体","巨潮资讯WebAPI p_stock2110（申银万国行业分类标准F001V=008003；当前记录F008C=1；查询日2026-07-24；https://webapi.cninfo.com.cn/api/stock/p_stock2110?scode=688209&sdate=1990-01-01&edate=2026-07-24）"
"688213","思特威","上交所科创板","半导体","巨潮资讯WebAPI p_stock2110（申银万国行业分类标准F001V=008003；当前记录F008C=1；查询日2026-07-24；https://webapi.cninfo.com.cn/api/stock/p_stock2110?scode=688213&sdate=1990-01-01&edate=2026-07-24）"
"688216","气派科技","上交所科创板","半导体","巨潮资讯WebAPI p_stock2110（申银万国行业分类标准F001V=008003；当前记录F008C=1；查询日2026-07-24；https://webapi.cninfo.com.cn/api/stock/p_stock2110?scode=688216&sdate=1990-01-01&edate=2026-07-24）"
"688220","翱捷科技","上交所科创板","半导体","巨潮资讯WebAPI p_stock2110（申银万国行业分类标准F001V=008003；当前记录F008C=1；查询日2026-07-24；https://webapi.cninfo.com.cn/api/stock/p_stock2110?scode=688220&sdate=1990-01-01&edate=2026-07-24）"
"688230","芯导科技","上交所科创板","半导体","巨潮资讯WebAPI p_stock2110（申银万国行业分类标准F001V=008003；当前记录F008C=1；查询日2026-07-24；https://webapi.cninfo.com.cn/api/stock/p_stock2110?scode=688230&sdate=1990-01-01&edate=2026-07-24）"
"688233","神工股份","上交所科创板","半导体","巨潮资讯WebAPI p_stock2110（申银万国行业分类标准F001V=008003；当前记录F008C=1；查询日2026-07-24；https://webapi.cninfo.com.cn/api/stock/p_stock2110?scode=688233&sdate=1990-01-01&edate=2026-07-24）"
"688234","天岳先进","上交所科创板","半导体","巨潮资讯WebAPI p_stock2110（申银万国行业分类标准F001V=008003；当前记录F008C=1；查询日2026-07-24；https://webapi.cninfo.com.cn/api/stock/p_stock2110?scode=688234&sdate=1990-01-01&edate=2026-07-24）"
"688249","晶合集成","上交所科创板","半导体","巨潮资讯WebAPI p_stock2110（申银万国行业分类标准F001V=008003；当前记录F008C=1；查询日2026-07-24；https://webapi.cninfo.com.cn/api/stock/p_stock2110?scode=688249&sdate=1990-01-01&edate=2026-07-24）"
"688252","天德钰","上交所科创板","半导体","巨潮资讯WebAPI p_stock2110（申银万国行业分类标准F001V=008003；当前记录F008C=1；查询日2026-07-24；https://webapi.cninfo.com.cn/api/stock/p_stock2110?scode=688252&sdate=1990-01-01&edate=2026-07-24）"
"688256","寒武纪","上交所科创板","半导体","巨潮资讯WebAPI p_stock2110（申银万国行业分类标准F001V=008003；当前记录F008C=1；查询日2026-07-24；https://webapi.cninfo.com.cn/api/stock/p_stock2110?scode=688256&sdate=1990-01-01&edate=2026-07-24）"
"688259","创耀科技","上交所科创板","半导体","巨潮资讯WebAPI p_stock2110（申银万国行业分类标准F001V=008003；当前记录F008C=1；查询日2026-07-24；https://webapi.cninfo.com.cn/api/stock/p_stock2110?scode=688259&sdate=1990-01-01&edate=2026-07-24）"
"688261","东微半导","上交所科创板","半导体","巨潮资讯WebAPI p_stock2110（申银万国行业分类标准F001V=008003；当前记录F008C=1；查询日2026-07-24；https://webapi.cninfo.com.cn/api/stock/p_stock2110?scode=688261&sdate=1990-01-01&edate=2026-07-24）"
"688262","国芯科技","上交所科创板","半导体","巨潮资讯WebAPI p_stock2110（申银万国行业分类标准F001V=008003；当前记录F008C=1；查询日2026-07-24；https://webapi.cninfo.com.cn/api/stock/p_stock2110?scode=688262&sdate=1990-01-01&edate=2026-07-24）"
"688270","ST臻镭","上交所科创板","半导体","巨潮资讯WebAPI p_stock2110（申银万国行业分类标准F001V=008003；当前记录F008C=1；查询日2026-07-24；https://webapi.cninfo.com.cn/api/stock/p_stock2110?scode=688270&sdate=1990-01-01&edate=2026-07-24）"
"688279","峰岹科技","上交所科创板","半导体","巨潮资讯WebAPI p_stock2110（申银万国行业分类标准F001V=008003；当前记录F008C=1；查询日2026-07-24；https://webapi.cninfo.com.cn/api/stock/p_stock2110?scode=688279&sdate=1990-01-01&edate=2026-07-24）"
"688286","敏芯股份","上交所科创板","半导体","巨潮资讯WebAPI p_stock2110（申银万国行业分类标准F001V=008003；当前记录F008C=1；查询日2026-07-24；https://webapi.cninfo.com.cn/api/stock/p_stock2110?scode=688286&sdate=1990-01-01&edate=2026-07-24）"
"688325","赛微微电","上交所科创板","半导体","巨潮资讯WebAPI p_stock2110（申银万国行业分类标准F001V=008003；当前记录F008C=1；查询日2026-07-24；https://webapi.cninfo.com.cn/api/stock/p_stock2110?scode=688325&sdate=1990-01-01&edate=2026-07-24）"
"688332","中科蓝讯","上交所科创板","半导体","巨潮资讯WebAPI p_stock2110（申银万国行业分类标准F001V=008003；当前记录F008C=1；查询日2026-07-24；https://webapi.cninfo.com.cn/api/stock/p_stock2110?scode=688332&sdate=1990-01-01&edate=2026-07-24）"
"688347","华虹宏力","上交所科创板","半导体","巨潮资讯WebAPI p_stock2110（申银万国行业分类标准F001V=008003；当前记录F008C=1；查询日2026-07-24；https://webapi.cninfo.com.cn/api/stock/p_stock2110?scode=688347&sdate=1990-01-01&edate=2026-07-24）"
"688352","颀中科技","上交所科创板","半导体","巨潮资讯WebAPI p_stock2110（申银万国行业分类标准F001V=008003；当前记录F008C=1；查询日2026-07-24；https://webapi.cninfo.com.cn/api/stock/p_stock2110?scode=688352&sdate=1990-01-01&edate=2026-07-24）"
"688361","中科飞测","上交所科创板","半导体","巨潮资讯WebAPI p_stock2110（申银万国行业分类标准F001V=008003；当前记录F008C=1；查询日2026-07-24；https://webapi.cninfo.com.cn/api/stock/p_stock2110?scode=688361&sdate=1990-01-01&edate=2026-07-24）"
"688362","甬矽电子","上交所科创板","半导体","巨潮资讯WebAPI p_stock2110（申银万国行业分类标准F001V=008003；当前记录F008C=1；查询日2026-07-24；https://webapi.cninfo.com.cn/api/stock/p_stock2110?scode=688362&sdate=1990-01-01&edate=2026-07-24）"
"688368","晶丰明源","上交所科创板","半导体","巨潮资讯WebAPI p_stock2110（申银万国行业分类标准F001V=008003；当前记录F008C=1；查询日2026-07-24；https://webapi.cninfo.com.cn/api/stock/p_stock2110?scode=688368&sdate=1990-01-01&edate=2026-07-24）"
"688372","伟测科技","上交所科创板","半导体","巨潮资讯WebAPI p_stock2110（申银万国行业分类标准F001V=008003；当前记录F008C=1；查询日2026-07-24；https://webapi.cninfo.com.cn/api/stock/p_stock2110?scode=688372&sdate=1990-01-01&edate=2026-07-24）"
"688380","中微半导","上交所科创板","半导体","巨潮资讯WebAPI p_stock2110（申银万国行业分类标准F001V=008003；当前记录F008C=1；查询日2026-07-24；https://webapi.cninfo.com.cn/api/stock/p_stock2110?scode=688380&sdate=1990-01-01&edate=2026-07-24）"
"688381","帝奥微","上交所科创板","半导体","巨潮资讯WebAPI p_stock2110（申银万国行业分类标准F001V=008003；当前记录F008C=1；查询日2026-07-24；https://webapi.cninfo.com.cn/api/stock/p_stock2110?scode=688381&sdate=1990-01-01&edate=2026-07-24）"
"688385","复旦微电","上交所科创板","半导体","巨潮资讯WebAPI p_stock2110（申银万国行业分类标准F001V=008003；当前记录F008C=1；查询日2026-07-24；https://webapi.cninfo.com.cn/api/stock/p_stock2110?scode=688385&sdate=1990-01-01&edate=2026-07-24）"
"688391","钜泉科技","上交所科创板","半导体","巨潮资讯WebAPI p_stock2110（申银万国行业分类标准F001V=008003；当前记录F008C=1；查询日2026-07-24；https://webapi.cninfo.com.cn/api/stock/p_stock2110?scode=688391&sdate=1990-01-01&edate=2026-07-24）"
"688396","华润微","上交所科创板","半导体","巨潮资讯WebAPI p_stock2110（申银万国行业分类标准F001V=008003；当前记录F008C=1；查询日2026-07-24；https://webapi.cninfo.com.cn/api/stock/p_stock2110?scode=688396&sdate=1990-01-01&edate=2026-07-24）"
"688401","路维光电","上交所科创板","半导体","巨潮资讯WebAPI p_stock2110（申银万国行业分类标准F001V=008003；当前记录F008C=1；查询日2026-07-24；https://webapi.cninfo.com.cn/api/stock/p_stock2110?scode=688401&sdate=1990-01-01&edate=2026-07-24）"
"688403","汇成股份","上交所科创板","半导体","巨潮资讯WebAPI p_stock2110（申银万国行业分类标准F001V=008003；当前记录F008C=1；查询日2026-07-24；https://webapi.cninfo.com.cn/api/stock/p_stock2110?scode=688403&sdate=1990-01-01&edate=2026-07-24）"
"688409","富创精密","上交所科创板","半导体","巨潮资讯WebAPI p_stock2110（申银万国行业分类标准F001V=008003；当前记录F008C=1；查询日2026-07-24；https://webapi.cninfo.com.cn/api/stock/p_stock2110?scode=688409&sdate=1990-01-01&edate=2026-07-24）"
"688416","恒烁股份","上交所科创板","半导体","巨潮资讯WebAPI p_stock2110（申银万国行业分类标准F001V=008003；当前记录F008C=1；查询日2026-07-24；https://webapi.cninfo.com.cn/api/stock/p_stock2110?scode=688416&sdate=1990-01-01&edate=2026-07-24）"
"688419","耐科装备","上交所科创板","半导体","巨潮资讯WebAPI p_stock2110（申银万国行业分类标准F001V=008003；当前记录F008C=1；查询日2026-07-24；https://webapi.cninfo.com.cn/api/stock/p_stock2110?scode=688419&sdate=1990-01-01&edate=2026-07-24）"
"688432","有研硅","上交所科创板","半导体","巨潮资讯WebAPI p_stock2110（申银万国行业分类标准F001V=008003；当前记录F008C=1；查询日2026-07-24；https://webapi.cninfo.com.cn/api/stock/p_stock2110?scode=688432&sdate=1990-01-01&edate=2026-07-24）"
"688449","联芸科技","上交所科创板","半导体","巨潮资讯WebAPI p_stock2110（申银万国行业分类标准F001V=008003；当前记录F008C=1；查询日2026-07-24；https://webapi.cninfo.com.cn/api/stock/p_stock2110?scode=688449&sdate=1990-01-01&edate=2026-07-24）"
"688458","美芯晟","上交所科创板","半导体","巨潮资讯WebAPI p_stock2110（申银万国行业分类标准F001V=008003；当前记录F008C=1；查询日2026-07-24；https://webapi.cninfo.com.cn/api/stock/p_stock2110?scode=688458&sdate=1990-01-01&edate=2026-07-24）"
"688469","芯联集成","上交所科创板","半导体","巨潮资讯WebAPI p_stock2110（申银万国行业分类标准F001V=008003；当前记录F008C=1；查询日2026-07-24；https://webapi.cninfo.com.cn/api/stock/p_stock2110?scode=688469&sdate=1990-01-01&edate=2026-07-24）"
"688478","晶升股份","上交所科创板","半导体","巨潮资讯WebAPI p_stock2110（申银万国行业分类标准F001V=008003；当前记录F008C=1；查询日2026-07-24；https://webapi.cninfo.com.cn/api/stock/p_stock2110?scode=688478&sdate=1990-01-01&edate=2026-07-24）"
"688484","南芯科技","上交所科创板","半导体","巨潮资讯WebAPI p_stock2110（申银万国行业分类标准F001V=008003；当前记录F008C=1；查询日2026-07-24；https://webapi.cninfo.com.cn/api/stock/p_stock2110?scode=688484&sdate=1990-01-01&edate=2026-07-24）"
"688486","龙迅股份","上交所科创板","半导体","巨潮资讯WebAPI p_stock2110（申银万国行业分类标准F001V=008003；当前记录F008C=1；查询日2026-07-24；https://webapi.cninfo.com.cn/api/stock/p_stock2110?scode=688486&sdate=1990-01-01&edate=2026-07-24）"
"688498","源杰科技","上交所科创板","半导体","巨潮资讯WebAPI p_stock2110（申银万国行业分类标准F001V=008003；当前记录F008C=1；查询日2026-07-24；https://webapi.cninfo.com.cn/api/stock/p_stock2110?scode=688498&sdate=1990-01-01&edate=2026-07-24）"
"688508","芯朋微","上交所科创板","半导体","巨潮资讯WebAPI p_stock2110（申银万国行业分类标准F001V=008003；当前记录F008C=1；查询日2026-07-24；https://webapi.cninfo.com.cn/api/stock/p_stock2110?scode=688508&sdate=1990-01-01&edate=2026-07-24）"
"688512","慧智微","上交所科创板","半导体","巨潮资讯WebAPI p_stock2110（申银万国行业分类标准F001V=008003；当前记录F008C=1；查询日2026-07-24；https://webapi.cninfo.com.cn/api/stock/p_stock2110?scode=688512&sdate=1990-01-01&edate=2026-07-24）"
"688515","裕太微","上交所科创板","半导体","巨潮资讯WebAPI p_stock2110（申银万国行业分类标准F001V=008003；当前记录F008C=1；查询日2026-07-24；https://webapi.cninfo.com.cn/api/stock/p_stock2110?scode=688515&sdate=1990-01-01&edate=2026-07-24）"
"688521","芯原股份","上交所科创板","半导体","巨潮资讯WebAPI p_stock2110（申银万国行业分类标准F001V=008003；当前记录F008C=1；查询日2026-07-24；https://webapi.cninfo.com.cn/api/stock/p_stock2110?scode=688521&sdate=1990-01-01&edate=2026-07-24）"
"688525","佰维存储","上交所科创板","半导体","巨潮资讯WebAPI p_stock2110（申银万国行业分类标准F001V=008003；当前记录F008C=1；查询日2026-07-24；https://webapi.cninfo.com.cn/api/stock/p_stock2110?scode=688525&sdate=1990-01-01&edate=2026-07-24）"
"688530","欧莱新材","上交所科创板","半导体","巨潮资讯WebAPI p_stock2110（申银万国行业分类标准F001V=008003；当前记录F008C=1；查询日2026-07-24；https://webapi.cninfo.com.cn/api/stock/p_stock2110?scode=688530&sdate=1990-01-01&edate=2026-07-24）"
"688535","华海诚科","上交所科创板","半导体","巨潮资讯WebAPI p_stock2110（申银万国行业分类标准F001V=008003；当前记录F008C=1；查询日2026-07-24；https://webapi.cninfo.com.cn/api/stock/p_stock2110?scode=688535&sdate=1990-01-01&edate=2026-07-24）"
"688536","思瑞浦","上交所科创板","半导体","巨潮资讯WebAPI p_stock2110（申银万国行业分类标准F001V=008003；当前记录F008C=1；查询日2026-07-24；https://webapi.cninfo.com.cn/api/stock/p_stock2110?scode=688536&sdate=1990-01-01&edate=2026-07-24）"
"688582","芯动联科","上交所科创板","半导体","巨潮资讯WebAPI p_stock2110（申银万国行业分类标准F001V=008003；当前记录F008C=1；查询日2026-07-24；https://webapi.cninfo.com.cn/api/stock/p_stock2110?scode=688582&sdate=1990-01-01&edate=2026-07-24）"
"688584","上海合晶","上交所科创板","半导体","巨潮资讯WebAPI p_stock2110（申银万国行业分类标准F001V=008003；当前记录F008C=1；查询日2026-07-24；https://webapi.cninfo.com.cn/api/stock/p_stock2110?scode=688584&sdate=1990-01-01&edate=2026-07-24）"
"688589","力合微","上交所科创板","半导体","巨潮资讯WebAPI p_stock2110（申银万国行业分类标准F001V=008003；当前记录F008C=1；查询日2026-07-24；https://webapi.cninfo.com.cn/api/stock/p_stock2110?scode=688589&sdate=1990-01-01&edate=2026-07-24）"
"688591","泰凌微","上交所科创板","半导体","巨潮资讯WebAPI p_stock2110（申银万国行业分类标准F001V=008003；当前记录F008C=1；查询日2026-07-24；https://webapi.cninfo.com.cn/api/stock/p_stock2110?scode=688591&sdate=1990-01-01&edate=2026-07-24）"
"688593","新相微","上交所科创板","半导体","巨潮资讯WebAPI p_stock2110（申银万国行业分类标准F001V=008003；当前记录F008C=1；查询日2026-07-24；https://webapi.cninfo.com.cn/api/stock/p_stock2110?scode=688593&sdate=1990-01-01&edate=2026-07-24）"
"688595","芯海科技","上交所科创板","半导体","巨潮资讯WebAPI p_stock2110（申银万国行业分类标准F001V=008003；当前记录F008C=1；查询日2026-07-24；https://webapi.cninfo.com.cn/api/stock/p_stock2110?scode=688595&sdate=1990-01-01&edate=2026-07-24）"
"688601","力芯微","上交所科创板","半导体","巨潮资讯WebAPI p_stock2110（申银万国行业分类标准F001V=008003；当前记录F008C=1；查询日2026-07-24；https://webapi.cninfo.com.cn/api/stock/p_stock2110?scode=688601&sdate=1990-01-01&edate=2026-07-24）"
"688605","先锋精科","上交所科创板","半导体","巨潮资讯WebAPI p_stock2110（申银万国行业分类标准F001V=008003；当前记录F008C=1；查询日2026-07-24；https://webapi.cninfo.com.cn/api/stock/p_stock2110?scode=688605&sdate=1990-01-01&edate=2026-07-24）"
"688608","恒玄科技","上交所科创板","半导体","巨潮资讯WebAPI p_stock2110（申银万国行业分类标准F001V=008003；当前记录F008C=1；查询日2026-07-24；https://webapi.cninfo.com.cn/api/stock/p_stock2110?scode=688608&sdate=1990-01-01&edate=2026-07-24）"
"688620","安凯微","上交所科创板","半导体","巨潮资讯WebAPI p_stock2110（申银万国行业分类标准F001V=008003；当前记录F008C=1；查询日2026-07-24；https://webapi.cninfo.com.cn/api/stock/p_stock2110?scode=688620&sdate=1990-01-01&edate=2026-07-24）"
"688652","京仪装备","上交所科创板","半导体","巨潮资讯WebAPI p_stock2110（申银万国行业分类标准F001V=008003；当前记录F008C=1；查询日2026-07-24；https://webapi.cninfo.com.cn/api/stock/p_stock2110?scode=688652&sdate=1990-01-01&edate=2026-07-24）"
"688653","康希通信","上交所科创板","半导体","巨潮资讯WebAPI p_stock2110（申银万国行业分类标准F001V=008003；当前记录F008C=1；查询日2026-07-24；https://webapi.cninfo.com.cn/api/stock/p_stock2110?scode=688653&sdate=1990-01-01&edate=2026-07-24）"
"688661","和林微纳","上交所科创板","半导体","巨潮资讯WebAPI p_stock2110（申银万国行业分类标准F001V=008003；当前记录F008C=1；查询日2026-07-24；https://webapi.cninfo.com.cn/api/stock/p_stock2110?scode=688661&sdate=1990-01-01&edate=2026-07-24）"
"688689","银河微电","上交所科创板","半导体","巨潮资讯WebAPI p_stock2110（申银万国行业分类标准F001V=008003；当前记录F008C=1；查询日2026-07-24；https://webapi.cninfo.com.cn/api/stock/p_stock2110?scode=688689&sdate=1990-01-01&edate=2026-07-24）"
"688691","灿芯股份","上交所科创板","半导体","巨潮资讯WebAPI p_stock2110（申银万国行业分类标准F001V=008003；当前记录F008C=1；查询日2026-07-24；https://webapi.cninfo.com.cn/api/stock/p_stock2110?scode=688691&sdate=1990-01-01&edate=2026-07-24）"
"688693","锴威特","上交所科创板","半导体","巨潮资讯WebAPI p_stock2110（申银万国行业分类标准F001V=008003；当前记录F008C=1；查询日2026-07-24；https://webapi.cninfo.com.cn/api/stock/p_stock2110?scode=688693&sdate=1990-01-01&edate=2026-07-24）"
"688699","明微电子","上交所科创板","半导体","巨潮资讯WebAPI p_stock2110（申银万国行业分类标准F001V=008003；当前记录F008C=1；查询日2026-07-24；https://webapi.cninfo.com.cn/api/stock/p_stock2110?scode=688699&sdate=1990-01-01&edate=2026-07-24）"
"688702","盛科通信","上交所科创板","半导体","巨潮资讯WebAPI p_stock2110（申银万国行业分类标准F001V=008003；当前记录F008C=1；查询日2026-07-24；https://webapi.cninfo.com.cn/api/stock/p_stock2110?scode=688702&sdate=1990-01-01&edate=2026-07-24）"
"688709","成都华微","上交所科创板","半导体","巨潮资讯WebAPI p_stock2110（申银万国行业分类标准F001V=008003；当前记录F008C=1；查询日2026-07-24；https://webapi.cninfo.com.cn/api/stock/p_stock2110?scode=688709&sdate=1990-01-01&edate=2026-07-24）"
"688711","宏微科技","上交所科创板","半导体","巨潮资讯WebAPI p_stock2110（申银万国行业分类标准F001V=008003；当前记录F008C=1；查询日2026-07-24；https://webapi.cninfo.com.cn/api/stock/p_stock2110?scode=688711&sdate=1990-01-01&edate=2026-07-24）"
"688720","艾森股份","上交所科创板","半导体","巨潮资讯WebAPI p_stock2110（申银万国行业分类标准F001V=008003；当前记录F008C=1；查询日2026-07-24；https://webapi.cninfo.com.cn/api/stock/p_stock2110?scode=688720&sdate=1990-01-01&edate=2026-07-24）"
"688721","龙图光罩","上交所科创板","半导体","巨潮资讯WebAPI p_stock2110（申银万国行业分类标准F001V=008003；当前记录F008C=1；查询日2026-07-24；https://webapi.cninfo.com.cn/api/stock/p_stock2110?scode=688721&sdate=1990-01-01&edate=2026-07-24）"
"688727","恒坤新材","上交所科创板","半导体","巨潮资讯WebAPI p_stock2110（申银万国行业分类标准F001V=008003；当前记录F008C=1；查询日2026-07-24；https://webapi.cninfo.com.cn/api/stock/p_stock2110?scode=688727&sdate=1990-01-01&edate=2026-07-24）"
"688728","格科微","上交所科创板","半导体","巨潮资讯WebAPI p_stock2110（申银万国行业分类标准F001V=008003；当前记录F008C=1；查询日2026-07-24；https://webapi.cninfo.com.cn/api/stock/p_stock2110?scode=688728&sdate=1990-01-01&edate=2026-07-24）"
"688729","屹唐股份","上交所科创板","半导体","巨潮资讯WebAPI p_stock2110（申银万国行业分类标准F001V=008003；当前记录F008C=1；查询日2026-07-24；https://webapi.cninfo.com.cn/api/stock/p_stock2110?scode=688729&sdate=1990-01-01&edate=2026-07-24）"
